term_frequency,tfidf,capitalize,named entity,noun phrases,trigrams,Score
0.0010090817356205853,0.004765845834151842,4.0,0,1,0,0.9979818365287588
0.0030272452068617556,0.01260344329074385,1.0,0,1,0,0.7941473259334005
0.0,0.0,0.5,0,1,0,1.1210898082744702
0.0020181634712411706,0.004884698544198646,1.0,0,1,0,0.7951564076690213
0.0,0.0,4.0,0,1,0,0.2901109989909183
0.0010090817356205853,0.005465287994151786,4.0,0,1,0,0.5590312815338042
0.0010090817356205853,0.004540675752099157,1.0,0,1,0,0.29566094853683145
0.0,0.0,1.0,0,0,0,0.6115035317860746
0.0,0.0,1.0,0,1,0,1.0307769929364279
0.0010090817356205853,0.005465287994151786,4.0,0,1,0,0.8153380423814329
0.0020181634712411706,0.009531691668303683,1.0,0,1,0,0.8082744702320888
0.0010090817356205853,0.005465287994151786,4.0,0,1,0,0.6135216952573159
0.0010090817356205853,0.004201147763581284,1.0,0,0,0,0.30373360242179614
0.0020181634712411706,0.010930575988303572,4.0,1,1,0,1.1493440968718467
0.0010090817356205853,0.0027668534336810205,1.0,0,1,0,0.7527749747729566
0.0030272452068617556,0.010971768717385566,1.0,0,0,0,1.0988900100908174
0.0010090817356205853,0.004356698399128466,4.0,0,1,0,0.5307769929364279
0.0010090817356205853,0.0035017056035813393,1.0,0,1,0,0.9313824419778002
0.0,0.0,4.0,0,1,0,0.7487386478304743
0.0010090817356205853,0.004356698399128466,1.0,0,1,0,0.9566094853683148
0.0010090817356205853,0.002957814079128577,1.0,0,0,0,0.11907164480322907
0.0010090817356205853,0.005056140559128411,1.0,0,1,0,0.49142280524722504
0.0010090817356205853,0.004201147763581284,1.0,0,1,0,0.6962663975782039
0.0010090817356205853,0.004066403674151896,1.0,0,1,0,0.8970736629667003
0.0010090817356205853,0.005056140559128411,1.0,0,0,0,0.09485368314833498
0.0010090817356205853,0.0035017056035813393,1.0,0,1,0,0.9303733602421796
0.0010090817356205853,0.005465287994151786,4.0,0,1,0,0.786074672048436
0.0010090817356205853,0.005056140559128411,4.0,1,1,0,0.9364278506559032
0.0020181634712411706,0.007314512478257044,1.0,0,1,0,0.4339051463168516
0.0020181634712411706,0.010930575988303572,1.0,0,0,0,0.8163471241170536
0.0010090817356205853,0.005056140559128411,1.0,0,1,0,0.7699293642785066
0.0010090817356205853,0.005465287994151786,1.0,0,1,0,0.2583249243188698
0.0010090817356205853,0.004356698399128466,4.0,0,1,0,0.9667003027245207
0.005045408678102927,0.022703378760495788,4.0,1,1,0,3.0827447023208876
0.0010090817356205853,0.005465287994151786,4.0,0,1,0,0.7457114026236125
0.0,0.0,2.5,1,1,0,1.3329969727547932
0.0010090817356205853,0.0038412335920992124,1.0,0,1,0,0.9021190716448032
0.0010090817356205853,0.004540675752099157,1.0,0,1,0,0.31786074672048437
0.0,0.0,1.75,0,1,0,1.9793138244197777
0.0010090817356205853,0.005465287994151786,1.0,0,1,0,0.450050454086781
0.005045408678102927,0.025280702795642058,4.0,0,1,0,3.422805247225025
0.0010090817356205853,0.0037450578304399546,1.0,0,1,0,0.5186680121089808
0.0,0.0,2.5,0,0,0,3.7270433905146314
0.0010090817356205853,0.004201147763581284,1.0,0,1,0,0.13723511604439964
0.0010090817356205853,0.004066403674151896,1.0,0,0,0,0.5701311806256306
0.0020181634712411706,0.009081351504198315,1.0,0,0,0,1.3249243188698285
0.0010090817356205853,0.0026063441555481373,4.0,0,1,0,0.9959636730575177
0.0010090817356205853,0.0038412335920992124,1.0,0,1,0,0.7114026236125126
0.0010090817356205853,0.005465287994151786,4.0,0,1,0,0.052472250252270425
0.0,0.0,3.25,0,0,0,1.2936427850655905
0.0020181634712411706,0.010112281118256822,4.0,1,1,0,0.15741675075681127
0.0010090817356205853,0.005465287994151786,4.0,0,1,0,0.9969727547931383
0.0010090817356205853,0.004356698399128466,1.0,0,0,0,0.070635721493441
0.0010090817356205853,0.005465287994151786,2.0,0,1,0,0.0544904137235116
0.0010090817356205853,0.004765845834151842,1.0,0,1,0,0.17759838546922302
0.005045408678102927,0.02178349199564233,3.0,1,1,0,1.8113017154389506
0.0020181634712411706,0.010930575988303572,4.0,0,1,0,0.07769929364278505
0.0010090817356205853,0.004356698399128466,1.0,0,1,0,0.922300706357215
0.007063572149344097,0.0382570159590625,4.0,1,1,0,5.870837537840565
0.0010090817356205853,0.0035764866047455386,1.0,0,1,0,0.5348133198789102
0.0010090817356205853,0.005465287994151786,4.0,0,1,0,0.6115035317860746
0.0,0.0,4.0,1,1,1,5.262024890682812
0.0,0.0,4.0,0,1,0,3.486377396569122
0.0010090817356205853,0.0038412335920992124,1.0,0,0,0,0.07568113017154388
0.0020181634712411706,0.00527293647083327,1.0,0,1,0,0.8375378405650857
0.010090817356205853,0.045406757520991575,4.0,1,1,0,5.632694248234107
0.0010090817356205853,0.005465287994151786,1.0,0,1,0,0.3733602421796165
0.0,0.0,4.0,0,1,0,5.139253279515642
0.0010090817356205853,0.005465287994151786,1.0,0,1,0,0.013118062563067578
0.0010090817356205853,0.002636468235416635,4.0,0,1,0,0.7315842583249244
0.0010090817356205853,0.0038412335920992124,1.0,0,1,0,0.9889001009081736
0.0,0.0,2.5,0,0,0,1.2764883955600403
0.004036326942482341,0.021861151976607145,4.0,1,1,0,2.8224016145307766
0.0,0.0,4.0,0,1,0,2.055499495459132
0.0,0.0,1.0,0,1,0,1.0300829875518673
0.002074688796680498,0.006565992953522667,1.0,0,1,0,0.8568464730290457
0.002074688796680498,0.01123672282615025,1.0,0,1,0,0.450207468879668
0.002074688796680498,0.009798658136191856,4.0,0,1,0,0.995850622406639
0.002074688796680498,0.01123672282615025,1.0,0,0,0,0.27593360995850624
0.0,0.0,1.0,0,1,0,0.7251037344398341
0.002074688796680498,0.006261836368062343,4.0,0,1,0,0.9439834024896265
0.002074688796680498,0.01123672282615025,4.0,0,1,0,0.13485477178423233
0.002074688796680498,0.01123672282615025,4.0,0,1,0,0.5809128630705394
0.0,0.0,1.0,0,0,0,0.9885892116182573
0.002074688796680498,0.009335704710228765,1.0,0,0,0,0.15975103734439833
0.002074688796680498,0.008957444218955,1.0,0,1,0,0.8091286307053942
0.002074688796680498,0.008116230301718146,1.0,0,1,0,0.4253112033195021
0.0,0.0,1.0,0,0,0,0.026970954356846544
0.0,0.0,1.0,0,0,0,0.17323651452282163
0.002074688796680498,0.007199564840558313,1.0,0,1,0,0.5933609958506224
0.002074688796680498,0.010395508908913394,1.0,0,1,0,0.4564315352697096
0.002074688796680498,0.008360593446233463,1.0,0,1,0,0.14730290456431538
0.0,0.0,4.0,0,1,0,1.3288381742738589
0.002074688796680498,0.008957444218955,4.0,0,1,0,0.9813278008298755
0.002074688796680498,0.009798658136191856,1.0,0,1,0,0.17012448132780078
0.002074688796680498,0.007699901058020736,1.0,0,1,0,0.27178423236514526
0.002074688796680498,0.009335704710228765,1.0,0,1,0,0.9626556016597511
0.006224066390041493,0.02116927830910055,1.0,0,1,0,2.0062240663900415
0.002074688796680498,0.009798658136191856,1.0,0,1,0,0.0456431535269709
0.002074688796680498,0.009798658136191856,1.0,0,1,0,0.5
0.002074688796680498,0.004286714346327418,1.0,0,1,0,0.7551867219917012
0.004149377593360996,0.013593503065179043,1.0,0,0,0,0.0726141078838175
0.002074688796680498,0.006678165611759752,1.0,0,1,0,0.421161825726141
0.002074688796680498,0.010395508908913394,1.0,0,1,0,0.18257261410788383
0.004149377593360996,0.020791017817826787,1.0,0,1,0,0.8008298755186721
0.002074688796680498,0.006922528756275071,1.0,0,1,0,0.5145228215767634
0.002074688796680498,0.008957444218955,1.0,0,0,0,0.25103734439834025
0.002074688796680498,0.009335704710228765,1.0,0,1,0,0.6410788381742738
0.0,0.0,1.0,0,1,0,0.5975103734439835
0.006224066390041493,0.020034496835279254,4.0,1,1,0,1.9004149377593362
0.0,0.0,2.5,0,1,0,1.5612033195020747
0.002074688796680498,0.006678165611759752,1.0,0,1,0,0.12448132780082988
0.0,0.0,3.5,1,1,0,4.817427385892117
0.002074688796680498,0.007699901058020736,1.0,0,1,0,0.3132780082987552
0.012448132780082987,0.05374466531373,1.0,0,1,0,3.9854771784232366
0.004149377593360996,0.01867140942045753,1.0,0,1,0,1.2572614107883817
0.006224066390041493,0.019378725990935937,1.0,0,1,0,1.8049792531120334
0.002074688796680498,0.00735331582013035,1.0,0,1,0,0.7074688796680497
0.002074688796680498,0.01123672282615025,1.0,0,0,0,0.8817427385892116
0.008298755186721992,0.015441928138713746,1.0,0,1,0,2.4232365145228214
0.002074688796680498,0.010395508908913394,4.0,0,1,0,0.6224066390041494
0.004149377593360996,0.0224734456523005,4.0,0,1,0,0.8858921161825726
0.01037344398340249,0.04899329068095928,4.0,1,1,0,3.6887966804979255
0.002074688796680498,0.008957444218955,1.0,0,0,0,0.7261410788381742
0.002074688796680498,0.01123672282615025,1.0,0,1,0,0.026970954356846488
0.0,0.0,3.0,0,1,0,3.7344398340248963
0.002074688796680498,0.008637629530516706,4.0,1,1,0,0.1452282157676349
0.002074688796680498,0.006081314839038216,1.0,0,0,0,0.11618257261410792
0.002074688796680498,0.008360593446233463,1.0,0,1,0,0.2800829875518672
0.002074688796680498,0.009798658136191856,4.0,1,1,0,0.8360995850622407
0.002074688796680498,0.01123672282615025,4.0,0,1,0,0.22821576763485474
0.0,0.0,2.5,1,1,0,0.8174273858921163
0.0,0.0,3.5,0,1,0,1.4149377593360994
0.002074688796680498,0.01123672282615025,4.0,0,1,0,0.07883817427385897
0.004149377593360996,0.01123672282615025,1.0,0,1,0,1.066390041493776
0.002074688796680498,0.007199564840558313,1.0,0,0,0,0.6576763485477178
0.0,0.0,4.0,0,1,0,1.0819502074688796
0.002074688796680498,0.006261836368062343,1.0,0,0,0,0.9688796680497925
0.002074688796680498,0.009335704710228765,1.0,0,0,0,0.6120331950207469
0.002074688796680498,0.006922528756275071,1.0,0,0,0,0.016597510373444035
0.0,0.0,2.5,1,1,0,1.3900414937759336
0.002074688796680498,0.01123672282615025,4.0,0,1,0,0.13692946058091282
0.002074688796680498,0.01123672282615025,4.0,1,1,0,0.9315352697095436
0.002074688796680498,0.00529854672463683,1.0,0,1,0,0.8236514522821576
0.002074688796680498,0.009798658136191856,1.0,0,0,0,0.5373443983402489
0.002074688796680498,0.009798658136191856,1.0,0,0,0,0.29875518672199175
0.002074688796680498,0.01123672282615025,1.0,0,1,0,0.8713692946058091
0.002074688796680498,0.00518325657701274,1.0,0,1,0,0.8526970954356846
0.0,0.0,2.5,0,1,0,0.8257261410788381
0.002074688796680498,0.008360593446233463,1.0,0,1,0,0.018672199170124526
0.002074688796680498,0.009798658136191856,1.0,0,1,0,0.7468879668049793
0.0,0.0,1.0,0,1,0,1.8682572614107886
0.0,0.0,0.5,0,1,0,1.504149377593361
0.0,0.0,1.0,0,0,0,2.7780082987551866
0.0,0.0,0.5,0,0,0,1.203319502074689
0.0,0.0,1.0,0,1,0,0.35995850622406644
0.0,0.0,1.0,0,0,0,3.0031120331950207
0.004149377593360996,0.0224734456523005,2.0,0,1,0,1.8900414937759336
0.0,0.0,2.5,1,1,0,2.8973029045643157
0.002074688796680498,0.010395508908913394,4.0,0,1,0,0.08713692946058094
0.002074688796680498,0.01123672282615025,4.0,0,1,0,0.5975103734439834
0.0,0.0,1.0,0,0,1,3.2925311203319496
0.0,0.0,2.5,1,1,0,1.9854771784232366
0.004149377593360996,0.013845057512550142,1.0,0,1,0,1.1597510373443982
0.002074688796680498,0.006796751532589521,4.0,0,1,0,0.03734439834024894
0.002074688796680498,0.01123672282615025,2.0,0,1,0,0.23029045643153523
0.002074688796680498,0.003507068412796198,4.0,0,1,0,0.9522821576763485
0.0,0.0,3.0,0,1,0,0.3443983402489626
0.002074688796680498,0.008637629530516706,1.0,0,0,0,0.5394190871369295
0.002074688796680498,0.008116230301718146,1.0,0,1,0,0.17842323651452285
0.0,0.0,4.0,0,0,0,0.24398340248962658
0.0,0.0,1.0,0,0,0,0.9201244813278009
0.0,0.0,1.0,0,1,0,1.1099585062240664
0.002074688796680498,0.007699901058020736,1.0,0,1,0,0.3796680497925311
0.0,0.0,1.0,0,1,1,0.43706777316735823
0.002074688796680498,0.009335704710228765,1.0,0,0,0,0.15145228215767637
0.002074688796680498,0.008957444218955,1.0,0,0,0,0.5684647302904564
0.0,0.0,1.0,0,1,0,1.0010373443983402
0.002074688796680498,0.007056426103033518,1.0,0,1,0,0.34647302904564314
0.002074688796680498,0.007199564840558313,1.0,1,1,0,0.9543568464730291
0.002074688796680498,0.010395508908913394,1.0,0,1,0,0.48755186721991706
0.002074688796680498,0.01123672282615025,4.0,1,1,0,0.545643153526971
0.002074688796680498,0.010395508908913394,1.0,0,1,0,0.8609958506224067
0.004149377593360996,0.0076621066627512455,1.0,0,1,0,1.5269709543568464
0.002074688796680498,0.01123672282615025,0.0,1,1,0,0.3609958506224067
0.0,0.0,1.0,0,0,0,0.9699170124481327
0.0,0.0,4.0,0,1,0,0.1047717842323651
0.002074688796680498,0.007699901058020736,4.0,1,1,0,0.9481327800829875
0.002074688796680498,0.009335704710228765,1.0,0,1,0,0.17634854771784236
0.002074688796680498,0.005761500150599921,1.0,0,1,0,0.19502074688796678
0.002074688796680498,0.005761500150599921,4.0,1,1,0,0.03112033195020747
0.002074688796680498,0.009335704710228765,1.0,0,1,0,0.2385892116182573
0.002074688796680498,0.00518325657701274,1.0,0,1,0,0.7406639004149378
0.0,0.0,3.6666666666666665,1,1,0,3.449515905947441
0.0,0.0,1.0,0,0,0,1.1607883817427387
0.0,0.0,2.5,0,1,0,4.935684647302905
0.002074688796680498,0.005550332735019127,1.0,0,0,0,0.11410788381742742
0.002074688796680498,0.0035576730873276485,1.0,0,0,0,0.446058091286307
0.002074688796680498,0.01123672282615025,0.0,1,0,0,0.3547717842323651
0.002074688796680498,0.006796751532589521,1.0,0,1,0,0.4771784232365145
0.0,0.0,2.5,1,1,0,3.9139004149377596
0.002074688796680498,0.007199564840558313,1.0,1,1,0,0.7883817427385892
0.002074688796680498,0.007699901058020736,0.0,1,0,0,0.6991701244813278
0.0,0.0,4.0,1,1,1,0.5117565698478562
0.002074688796680498,0.004517472925394273,1.0,0,0,0,0.37344398340248963
0.0,0.0,2.5,1,1,0,1.599585062240664
0.0,0.0,4.0,0,1,0,0.054979253112033166
0.004149377593360996,0.009200943089849539,1.0,0,1,0,0.8153526970954357
0.002074688796680498,0.006565992953522667,1.0,0,1,0,0.11203319502074693
0.002074688796680498,0.004437667363510879,1.0,0,0,0,0.6369294605809128
0.0,0.0,4.0,1,1,0,4.179460580912863
0.0,0.0,2.5,0,0,0,11.369294605809127
0.002074688796680498,0.010395508908913394,1.0,0,0,0,0.5643153526970954
0.002074688796680498,0.01123672282615025,1.0,0,0,0,0.34232365145228216
0.0,0.0,4.0,0,1,0,4.183609958506224
0.002074688796680498,0.006922528756275071,1.0,0,1,0,0.553941908713693
0.002074688796680498,0.00735331582013035,1.0,0,1,0,0.2157676348547718
0.002074688796680498,0.007699901058020736,1.0,0,1,0,0.9253112033195021
0.0,0.0,2.2,0,0,0,2.9278008298755185
0.002074688796680498,0.0049702811536515715,1.0,0,0,0,0.8651452282157677
0.0,0.0,3.0,0,1,1,5.003457814661134
0.004149377593360996,0.010841244901650976,1.0,0,0,0,1.3589211618257262
0.002074688796680498,0.007519379528996608,1.0,0,0,0,0.7759336099585062
0.0,0.0,1.0,0,0,1,6.6804979253112045
0.012448132780082987,0.013267499574835502,1.0,0,1,0,1.087136929460581
0.004149377593360996,0.015399802116041472,0.0,1,1,0,0.29460580912863066
0.02074688796680498,0.10395508908913392,4.0,1,1,0,3.195020746887967
0.008298755186721992,0.030077518115986433,1.0,0,1,0,1.215767634854772
0.008298755186721992,0.02366100452068783,1.0,0,1,0,1.6058091286307055
0.004149377593360996,0.008797774009129008,1.0,0,1,0,0.020746887966805017
0.008298755186721992,0.028798259362233253,1.0,0,1,0,0.9211618257261411
0.004149377593360996,0.0073254861448576,1.0,0,0,0,0.7883817427385892
0.004149377593360996,0.006866806168094846,1.0,0,0,0,0.2365145228215768
0.004149377593360996,0.01867140942045753,1.0,0,1,0,0.22821576763485474
0.004149377593360996,0.01867140942045753,1.0,0,0,0,0.6265560165975104
0.004149377593360996,0.007379727147211761,1.0,1,1,0,0.8755186721991701
0.004149377593360996,0.009117114428780994,1.0,1,0,0,0.3609958506224067
0.004149377593360996,0.0224734456523005,1.0,0,1,0,0.2157676348547718
0.004149377593360996,0.009286500298159644,1.0,0,0,0,0.2614107883817427
0.004149377593360996,0.015399802116041472,1.0,0,0,0,0.02904564315352698
0.0,0.0,1.0,1,1,0,2.4502074688796682
0.0,0.0,1.0,0,0,0,1.1286307053941909
0.004149377593360996,0.01791488843791,0.0,1,0,0,0.7551867219917012
0.004149377593360996,0.010255856527128546,1.0,0,1,0,0.27800829875518673
0.004149377593360996,0.009742935548011632,1.0,0,1,0,0.6514522821576764
0.008298755186721992,0.03734281884091506,1.0,0,1,0,0.8755186721991701
0.004149377593360996,0.012339225588527866,1.0,0,1,0,0.24896265560165975
0.0,0.0,4.0,0,1,1,3.7316735822959886
0.004149377593360996,0.012523672736124687,1.0,0,0,0,0.6016597510373445
0.0,0.0,4.0,0,1,0,3.8755186721991706
0.0,0.0,1.0,0,1,0,6.639004149377595
0.012448132780082987,0.02074601236025787,1.0,0,1,0,1.7219917012448134
0.024896265560165973,0.12474610690696071,4.0,1,1,0,3.9004149377593356
0.004149377593360996,0.020791017817826787,4.0,1,1,0,0.5020746887966805
0.004149377593360996,0.020791017817826787,1.0,0,1,0,0.2904564315352697
0.004149377593360996,0.01867140942045753,1.0,0,0,0,0.16182572614107882
0.004149377593360996,0.011673903389045795,1.0,0,0,0,0.8464730290456431
0.0,0.0,4.0,0,1,0,3.4979253112033195
0.004149377593360996,0.020791017817826787,1.0,0,1,0,0.7925311203319502
0.008298755186721992,0.026263971814090667,1.0,0,1,0,1.1493775933609958
0.0,0.0,1.0,0,0,1,0.47579529737206094
0.0,0.0,0.5,0,0,0,0.9377593360995851
0.0,0.0,2.5,0,0,0,2.107883817427386
0.0,0.0,1.0,0,1,0,0.7966804979253113
0.004149377593360996,0.019597316272383713,1.0,0,1,0,0.5560165975103735
0.004149377593360996,0.008875334727021757,1.0,0,1,0,0.7427385892116183
0.004149377593360996,0.013131985907045333,1.0,0,0,0,0.4564315352697096
0.008298755186721992,0.01892619241722216,1.0,0,1,0,0.6721991701244814
0.0,0.0,1.0,1,1,0,2.4439834024896268
0.0,0.0,2.0,0,0,0,0.6846473029045643
0.004149377593360996,0.01867140942045753,1.0,0,1,0,0.7053941908713692
0.004149377593360996,0.0070644329273863585,1.0,0,0,0,0.5643153526970954
0.004149377593360996,0.015038759057993217,4.0,0,1,0,0.31950207468879666
0.004149377593360996,0.006866806168094846,1.0,0,1,0,0.25311203319502074
0.004149377593360996,0.0224734456523005,1.0,0,1,0,0.18672199170124482
0.0,0.0,3.0,0,0,1,4.856154910096819
0.0,0.0,0.0,0,0,0,4.261410788381744
0.008298755186721992,0.03582977687582,4.0,0,1,0,1.9253112033195021
0.008298755186721992,0.039194632544767426,4.0,0,1,0,1.8630705394190872
0.0,0.0,1.0,0,1,0,0.433609958506224
0.004149377593360996,0.014399129681116627,1.0,0,0,0,0.10788381742738584
0.004149377593360996,0.005883401247034114,1.0,0,0,0,0.7842323651452282
0.008298755186721992,0.03159056008108149,1.0,1,1,0,1.6473029045643153
0.0,0.0,1.0,0,0,0,0.9439834024896265
0.004149377593360996,0.020791017817826787,1.0,0,1,0,0.6556016597510373
0.004149377593360996,0.0224734456523005,1.0,0,0,0,0.7800829875518672
0.0,0.0,1.0,0,1,0,0.42738589211618255
0.0,0.0,1.0,1,1,0,1.4190871369294606
0.004149377593360996,0.019597316272383713,1.0,0,0,0,0.9377593360995851
0.004149377593360996,0.011100665470038254,1.0,0,1,0,0.983402489626556
0.0,0.0,4.0,0,1,0,2.8029045643153525
0.0,0.0,1.0,1,1,0,1.7738589211618259
0.0,0.0,0.5,0,0,0,4.037344398340249
0.004149377593360996,0.015795280040540746,1.0,0,0,0,0.8215767634854771
0.004149377593360996,0.016721186892466926,1.0,0,0,0,0.17012448132780078
0.004149377593360996,0.009286500298159644,1.0,0,0,0,0.15767634854771784
0.008298755186721992,0.03734281884091506,4.0,0,1,0,1.900414937759336
0.008298755186721992,0.0224734456523005,1.0,0,1,0,1.4896265560165975
0.004149377593360996,0.01867140942045753,4.0,0,1,0,0.4481327800829875
0.004149377593360996,0.011100665470038254,1.0,0,0,0,0.11203319502074693
0.0,0.0,1.0,0,1,0,0.2842323651452282
0.004149377593360996,0.012162629678076431,1.0,0,1,0,0.36514522821576767
0.004149377593360996,0.020791017817826787,0.0,1,0,0,0.6224066390041494
0.0,0.0,0.5,1,0,0,1.6887966804979253
0.0,0.0,1.0,0,1,0,0.3402489626556016
0.0,0.0,1.0,0,1,0,0.5518672199170125
0.008298755186721992,0.03344237378493385,4.0,0,1,0,1.8713692946058091
0.0,0.0,1.0,0,1,0,0.3775933609958506
0.0,0.0,0.0,0,1,0,4.966804979253112
0.004149377593360996,0.020791017817826787,1.0,0,0,0,0.4232365145228216
0.004149377593360996,0.01623246060343629,0.0,0,0,0,0.9128630705394191
0.0,0.0,1.0,0,1,0,2.1182572614107884
0.0,0.0,4.0,0,1,0,0.6701244813278008
0.004149377593360996,0.008292007131083213,1.0,0,1,0,0.6804979253112033
0.004149377593360996,0.011523000301199841,1.0,0,0,0,0.5311203319502075
0.004149377593360996,0.01791488843791,1.0,0,0,0,0.991701244813278
0.0,0.0,1.0,1,1,0,1.0622406639004147
0.004149377593360996,0.01036651315402548,1.0,0,0,0,0.09128630705394192
0.004149377593360996,0.019597316272383713,1.0,0,0,0,0.7261410788381742
0.0,0.0,3.0,0,1,1,3.29045643153527
0.0012453300124533001,0.0067448323813255546,1.0,0,0,0,0.8331257783312578
0.0012453300124533001,0.003941231137730916,1.0,0,1,0,0.7708592777085927
0.0012453300124533001,0.005881635394326868,1.0,0,0,0,0.8841843088418431
0.0012453300124533001,0.0067448323813255546,1.0,0,0,0,0.3312577833125778
0.0037359900373599006,0.011109912952061828,1.0,0,0,0,1.3424657534246576
0.0024906600249066002,0.008159487518575714,1.0,0,1,0,1.5666251556662516
0.0037359900373599006,0.020234497143976665,4.0,1,1,0,1.651307596513076
0.0012453300124533001,0.004513500539198462,1.0,0,0,0,0.6488169364881693
